,company,location,skills,experience
1091,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1092,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1093,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  oracle  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1094,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1095,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1096,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1097,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  oracle  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1098,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1099,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1100,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1101,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1102,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1103,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1104,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1105,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1106,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1107,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1108,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1109,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1110,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1111,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1112,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1113,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1114,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1115,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1116,Cognizant Technology Solutions,Gurgaon,"qa  ,  pl  /  sql  ,  oracle  ,  testing  ,  sdlc  ,  test cases  ,  module lead  ,  integration testing",0 - 3 yrs
1117,Cognizant Technology Solutions,Bengaluru / Bangalore,"qa  ,  pim  ,  testing  ,  sdlc  ,  test cases  ,  vos  ,  module lead  ,  integration testing",0 - 3 yrs
1118,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1119,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1120,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  sql  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1121,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1122,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1123,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1124,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1125,Cognizant Technology Solutions,Cochin/ Kochi/ Ernakulam,"apache  ,  java  ,  hive  ,  sql  ,  hadoop  ,  lld",0 - 3 yrs
1126,Cognizant Technology Solutions,Kolkata,"test cases  ,  sql  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1127,Cognizant Technology Solutions,Kolkata,"qa  ,  oracle  ,  testing  ,  sdlc  ,  test cases  ,  module lead  ,  integration testing",0 - 3 yrs
1128,Cognizant Technology Solutions,Cochin/ Kochi/ Ernakulam,"apache  ,  java  ,  hive  ,  sql  ,  hadoop  ,  lld",0 - 3 yrs
1129,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1130,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  java  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1131,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  sql  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1132,Cognizant Technology Solutions,Gurgaon,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1133,Cognizant Technology Solutions,Bengaluru / Bangalore,"apache  ,  java  ,  python  ,  sql developer  ,  hadoop  ,  lld",0 - 3 yrs
1134,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1135,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1136,Cognizant Technology Solutions,Pune,"unix shell scripting  ,  apache  ,  java  ,  sql scripting  ,  hadoop  ,  lld",0 - 3 yrs
1137,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  sql  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1138,BigTapp India Pvt Ltd,Chennai,"algorithms  ,  bi  ,  sql  ,  java  ,  hadoop  ,  big data  ,  python  ,  machine learning  ,  nosql  ,  database programming  ,  cassandra  ,  hdfs",5 - 8 yrs
1139,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  module lead  ,  oracle  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1140,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1141,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  module lead  ,  sas  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1142,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1143,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1144,Cognizant Technology Solutions,Chennai,"apache  ,  java  ,  unix shell scripting  ,  sql scripting  ,  hadoop  ,  lld",0 - 3 yrs
1145,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1146,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1147,Cognizant Technology Solutions,Chennai,"apache  ,  java  ,  big data  ,  hive  ,  scala  ,  sql  ,  hadoop  ,  lld",0 - 3 yrs
1148,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1149,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1150,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1151,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1152,Cognizant Technology Solutions,Chennai,"bi  ,  test cases  ,  sql  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1153,Cognizant Technology Solutions,Chennai,"test cases  ,  sql  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1154,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1155,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1156,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1157,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1158,Cognizant Technology Solutions,Bengaluru / Bangalore,"qa  ,  pl  /  sql  ,  testing  ,  sdlc  ,  test cases  ,  module lead  ,  integration testing",0 - 3 yrs
1159,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1160,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  pim  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1161,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  security  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1162,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  sql  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1163,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1164,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1165,Cognizant Technology Solutions,Kolkata,"bi  ,  test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1166,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1167,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1168,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1169,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  security  ,  jenkins  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1170,Cognizant Technology Solutions,Hyderabad/Secunderabad,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1171,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1172,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1173,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1174,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1175,Cognizant Technology Solutions,Chennai,"qa  ,  oracle  ,  testing  ,  sdlc  ,  test cases  ,  module lead  ,  integration testing",0 - 3 yrs
1176,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  sql  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1177,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1178,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1179,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1180,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1181,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1182,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1183,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1184,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1185,Cognizant Technology Solutions,Gurgaon,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1186,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1187,Cognizant Technology Solutions,Gurgaon,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1188,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1189,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1190,Cognizant Technology Solutions,Kolkata,"test cases  ,  qa  ,  pim  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1191,Cognizant Technology Solutions,Hyderabad/Secunderabad,"qa  ,  testing  ,  sdlc  ,  test cases  ,  module lead  ,  integration testing",0 - 3 yrs
1192,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  pl  /  sql  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1193,Cognizant Technology Solutions,Chennai,"qa  ,  pl  /  sql  ,  testing  ,  sdlc  ,  test cases  ,  module lead  ,  integration testing",0 - 3 yrs
1194,Cognizant Technology Solutions,Kolkata,"test cases  ,  manual testing  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1195,Cognizant Technology Solutions,Bengaluru / Bangalore,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1196,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1197,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  java  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1198,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1199,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1200,Cognizant Technology Solutions,Chennai,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1201,Cognizant Technology Solutions,Pune,"test cases  ,  qa  ,  module lead  ,  testing  ,  integration testing  ,  sdlc",0 - 3 yrs
1202,Portware L L C,,"market research  ,  research  ,  qualitative research  ,  market  ,  quantitative research",2 - 5 yrs
1203,Analytics Vidhya,Gurgaon,"html5  ,  jsp  ,  sql  ,  d3.js  ,  java  ,  xml  ,  hadoop  ,  big data  ,  cloud computing  ,  mongodb  ,  sas  ,  problem solving  ,  tibco  ,  mining  ,  machine learning  ,  javascript  ,  nosql  ,  neo4j  ,  mapreduce",3 - 6 yrs
1204,Analytics Vidhya,Bengaluru / Bangalore,"html5  ,  control-m  ,  apache  ,  java  ,  unix shell scripting  ,  linux  ,  shell scripting  ,  html  ,  mysql  ,  python  ,  oracle  ,  sas  ,  odbc  ,  sas graph  ,  windows  ,  javascript  ,  eclipse  ,  web tools  ,  sas stat  ,  unix  /  linux",4 - 7 yrs
1205,Bloom Consulting Services,,"css  ,  data warehousing  ,  jquery  ,  sql  ,  database  ,  web development  ,  html  ,  mobile  ,  javascript  ,  management systems",2 - 5 yrs
1206,Qualtrics,,"program management  ,  product manager  ,  Design XM",0 - 3 yrs
1207,gray matter software services pvt. ltd.,Bengaluru / Bangalore,"python  ,  big data  ,  sql",3 - 6 yrs
1208,SEVEN CONSULTANCY,Hyderabad/Secunderabad,"algorithms  ,  python  ,  artificial intelligence  ,  java",0 - 3 yrs
1209,Gartner India Research & Advisory Services Pvt Ltd,,"apache  ,  git  ,  software engineer  ,  hadoop  ,  technical skills  ,  big data  ,  python  ,  machine learning",2 - 5 yrs
1210,QuEST Global Engineering Pvt Ltd,Bengaluru / Bangalore,"bi  ,  sql  ,  database  ,  hadoop  ,  big data  ,  python  ,  cloud services  ,  nosql  ,  messaging  ,  cassandra  ,  infrastructure  ,  entry level  ,  reporting tools",4 - 6 yrs
1211,QuEST Global Engineering Pvt Ltd,Bengaluru / Bangalore,"bi  ,  sql  ,  database  ,  hadoop  ,  big data  ,  python  ,  cloud services  ,  nosql  ,  messaging  ,  cassandra  ,  infrastructure  ,  entry level  ,  reporting tools",0 - 3 yrs
1212,PERKINELMER,Thane,"testing  ,  qa  ,   application of technical  ,   business concepts",2 - 5 yrs
1213,"Perfect Enterprises
     (More Jobs)",(More Jobs),computer knowledge,0 - 3 yrs
1214,Analytics Vidhya,"Delhi,  Delhi/NCR","algorithms  ,  software packages  ,  python  ,  natural language processing  ,  machine learning  ,  opencv",5 - 10 yrs
1215,ROCKSTAR GAMES,Bengaluru / Bangalore,"data warehousing  ,  sql  ,  database  ,  games  ,  hadoop  ,  big data  ,  python  ,  impala  ,  machine learning",3 - 6 yrs
